,area,furnishing,floor_number,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,others,maintenance_amt,brok_amt,deposit_amt,rent,total_rooms,location_encoded,mnt_amt_encoded,avalable_for_encoded
794,870.0,0,0,0,0,0,1,0,0,11,1,0,0,2,1,0,0,9.903487552536127,10000.0,3,14876.666666666666,0.7888970051132214,0.40577063550036524
795,650.0,2,1,0,0,0,1,0,0,11,1,0,0,4,0,0,0,10.308952660644293,12000.0,5,10571.42857142857,0.7888970051132214,0.40577063550036524
796,800.0,0,1,0,0,0,0,0,0,12,1,0,0,2,0,0,0,10.308952660644293,18000.0,5,12410.44776119403,0.7888970051132214,0.5010956902848794
797,750.0,0,3,0,1,0,0,0,1,11,2,0,0,3,0,0,0,10.596634733096073,16000.0,4,13571.42857142857,0.7888970051132214,0.5010956902848794
798,850.0,1,2,0,1,0,1,1,1,11,1,0,1,3,0,0,16000,10.596634733096073,16000.0,5,16022.727272727272,0.7888970051132214,0.5010956902848794
799,650.0,0,2,0,1,0,1,0,0,11,2,0,2,1,0,0,0,10.596634733096073,17000.0,5,18562.25,0.7888970051132214,0.5010956902848794
800,780.0,1,1,0,1,1,1,1,1,12,0,0,2,0,0,0,0,10.819778284410283,15000.0,5,14000.0,0.7888970051132214,0.40577063550036524
801,1000.0,0,3,0,1,0,1,0,0,11,1,0,0,2,1,26,0,11.156250521031495,20000.0,4,13038.461538461539,0.017531044558071585,0.5010956902848794
802,1400.0,0,1,0,0,0,1,0,0,12,2,0,2,1,0,43,50000,11.225243392518447,25000.0,6,25000.0,0.014243973703433162,0.5010956902848794
803,700.0,1,1,0,1,1,1,0,0,11,1,0,0,3,0,0,0,9.903487552536127,10000.0,3,13777.777777777777,0.7888970051132214,0.025931336742147554
804,925.0,1,1,0,1,1,1,0,0,12,1,0,1,4,0,0,0,10.819778284410283,18000.0,5,15951.375,0.7888970051132214,0.050401753104455806
805,870.0,0,3,0,1,1,1,1,1,11,1,0,1,4,0,0,14000,10.308952660644293,14000.0,5,21684.21052631579,0.7888970051132214,0.40577063550036524
806,540.0,0,5,0,1,0,1,0,0,11,1,0,2,2,0,0,8000,9.903487552536127,8000.0,3,9000.0,0.7888970051132214,0.5010956902848794
807,635.0,0,6,0,0,0,1,0,0,11,1,0,0,2,0,0,0,10.126631103850338,8000.0,5,9550.0,0.7888970051132214,0.5010956902848794
808,850.0,1,4,0,1,0,1,0,0,12,1,0,1,3,1,0,25000,11.289781913656018,25000.0,4,17173.076923076922,0.7888970051132214,0.40577063550036524
809,820.0,0,7,0,1,1,1,0,1,11,1,0,2,2,0,0,0,10.819778284410283,16000.0,5,18833.333333333332,0.7888970051132214,0.5010956902848794
810,800.0,0,6,0,1,0,1,0,1,11,1,0,1,2,1,0,11000,10.126631103850338,10999.0,4,12367.670807453416,0.7888970051132214,0.5010956902848794
811,890.0,1,4,0,1,0,1,0,0,22,1,0,1,3,1,26,25000,11.156250521031495,20000.0,4,20000.0,0.017531044558071585,0.40577063550036524
812,750.0,1,7,0,1,0,1,0,0,11,1,0,2,1,0,53,0,10.308952660644293,12500.0,5,12367.670807453416,0.0007304601899196494,0.050401753104455806
813,850.0,1,0,0,1,0,0,1,1,11,1,0,0,3,0,0,0,10.085809109330082,12000.0,3,12410.44776119403,0.7888970051132214,0.5010956902848794
814,550.0,1,1,0,1,0,0,0,0,11,1,1,0,3,0,43,0,10.596634733096073,12000.0,3,13777.777777777777,0.014243973703433162,0.40577063550036524
815,800.0,0,6,0,0,0,1,0,0,11,1,0,0,2,0,0,0,10.126631103850338,12000.0,5,12410.44776119403,0.7888970051132214,0.5010956902848794
816,1500.0,0,3,0,1,0,1,1,1,22,1,0,2,2,1,0,25500,11.225243392518447,25500.0,6,18380.434782608696,0.7888970051132214,0.40577063550036524
817,950.0,1,9,0,0,0,1,0,0,11,1,0,0,0,0,0,24000,11.225243392518447,22000.0,5,20999.821428571428,0.7888970051132214,0.5010956902848794
818,716.0,0,4,0,0,0,1,0,1,11,1,0,1,1,0,2,14000,10.714417768752456,14000.0,5,13923.076923076924,0.05003652300949598,0.40577063550036524
819,950.0,0,0,0,0,0,1,0,0,11,1,0,2,3,1,0,13000,10.308952660644293,13000.0,2,13000.0,0.7888970051132214,0.40577063550036524
820,1200.0,1,2,0,1,0,1,0,0,11,1,0,0,4,0,0,0,11.225243392518447,28000.0,6,17045.454545454544,0.7888970051132214,0.40577063550036524
821,1060.0,0,2,0,0,0,1,0,0,11,1,0,1,3,0,0,0,10.596634733096073,17000.0,5,17390.0,0.7888970051132214,0.40577063550036524
822,800.0,1,4,0,1,0,1,0,0,12,1,0,1,2,0,0,16000,10.819778284410283,16000.0,5,17837.695652173912,0.7888970051132214,0.40577063550036524
823,800.0,0,6,0,0,0,0,0,0,22,2,0,1,1,1,0,0,10.46310334047155,12000.0,4,12367.670807453416,0.7888970051132214,0.40577063550036524
824,891.0,1,2,0,1,0,1,0,0,11,1,0,1,3,0,0,0,10.308952660644293,11500.0,5,12367.670807453416,0.7888970051132214,0.40577063550036524
825,760.0,1,5,0,1,0,1,1,0,11,1,0,2,2,0,0,21000,11.002099841204238,21000.0,5,21122.96923076923,0.7888970051132214,0.5010956902848794
826,960.0,0,4,0,0,0,1,0,0,12,1,0,0,1,0,0,0,10.596634733096073,15000.0,5,14167.441860465116,0.7888970051132214,0.5010956902848794
827,1000.0,0,2,0,1,0,2,0,0,12,2,0,1,4,0,0,24000,11.289781913656018,24000.0,5,24000.0,0.7888970051132214,0.5010956902848794
828,550.0,0,0,0,0,0,1,0,0,11,1,0,0,2,0,0,0,9.903487552536127,7500.0,4,13500.0,0.7888970051132214,0.40577063550036524
829,500.0,0,2,0,1,0,1,0,0,11,1,0,0,2,0,77,0,10.596634733096073,11500.0,3,19375.0,0.02556610664718773,0.5010956902848794
830,800.0,0,8,0,1,0,1,1,1,12,1,0,2,1,1,0,16000,10.819778284410283,16000.0,4,19136.348484848484,0.7888970051132214,0.40577063550036524
831,738.0,0,9,0,1,1,1,1,1,11,1,0,2,2,0,0,0,10.308952660644293,13000.0,5,11650.0,0.7888970051132214,0.40577063550036524
832,995.0,1,4,0,1,0,1,0,0,11,1,0,2,2,0,0,19000,10.596634733096073,19000.0,5,19295.0,0.7888970051132214,0.5010956902848794
833,1410.0,1,1,0,0,0,1,0,0,12,1,0,0,1,0,62,0,11.002099841204238,25000.0,7,15951.375,0.0007304601899196494,0.025931336742147554
834,850.0,1,1,0,0,0,1,0,0,11,1,0,1,2,0,0,15000,10.714417768752456,15000.0,5,15000.0,0.7888970051132214,0.40577063550036524
835,600.0,1,1,0,1,0,1,1,1,11,1,0,1,1,0,0,0,10.308952660644293,12500.0,5,15415.0,0.7888970051132214,0.5010956902848794
836,650.0,0,0,0,0,1,1,1,1,11,1,0,2,2,0,0,2000,10.596634733096073,15000.0,8,15552.35652173913,0.7888970051132214,0.5010956902848794
837,650.0,2,1,0,1,0,1,0,0,11,1,0,1,4,0,0,0,10.819778284410283,16000.0,4,13062.5,0.7888970051132214,0.40577063550036524
838,1050.0,0,9,0,1,0,1,0,1,11,1,0,1,2,0,0,0,10.819778284410283,20000.0,7,15444.444444444445,0.7888970051132214,0.5010956902848794
839,1000.0,1,2,0,1,0,1,0,0,11,1,0,0,3,0,0,0,10.819778284410283,20000.0,5,21122.96923076923,0.7888970051132214,0.5010956902848794
840,535.0,0,3,0,1,0,1,0,0,11,0,0,0,1,0,0,0,10.126631103850338,7000.0,3,7000.0,0.7888970051132214,0.40577063550036524
841,1200.0,0,1,0,1,0,1,1,1,12,1,0,2,2,0,0,16000,10.819778284410283,16000.0,7,15552.35652173913,0.7888970051132214,0.5010956902848794
842,1000.0,1,8,0,1,0,1,0,0,12,1,0,0,0,0,0,0,11.512925464970229,28000.0,5,20999.821428571428,0.7888970051132214,0.40577063550036524
843,900.0,0,7,0,1,1,1,1,1,11,1,0,1,4,0,0,19000,11.002099841204238,19000.0,5,17173.076923076922,0.7888970051132214,0.40577063550036524
844,1350.0,1,1,0,1,1,1,1,1,11,1,0,1,1,0,0,22000,10.819778284410283,22000.0,7,21857.14285714286,0.7888970051132214,0.40577063550036524
845,894.0,2,0,0,0,0,0,0,0,11,1,1,2,2,0,0,0,10.308952660644293,12000.0,5,11583.333333333334,0.7888970051132214,0.40577063550036524
846,1250.0,0,2,0,1,0,1,0,0,11,1,0,2,3,0,2,20000,11.002099841204238,20001.0,7,15552.35652173913,0.05003652300949598,0.5010956902848794
847,470.0,2,6,0,1,0,1,0,0,11,1,0,1,4,0,81,0,11.002099841204238,17500.0,3,13500.0,0.003287070854638422,0.5010956902848794
848,555.0,1,3,0,1,0,1,0,0,11,1,0,1,3,0,0,0,10.126631103850338,10000.0,3,13038.461538461539,0.7888970051132214,0.5010956902848794
849,590.0,0,5,0,0,0,1,0,0,11,1,0,0,1,0,0,0,10.308952660644293,12000.0,3,12321.42857142857,0.7888970051132214,0.5010956902848794
850,1000.0,0,8,0,1,0,1,0,0,11,1,0,1,1,0,0,0,10.819778284410283,20000.0,6,19136.348484848484,0.7888970051132214,0.025931336742147554
851,550.0,0,2,0,1,0,1,0,0,11,1,0,0,3,1,0,0,9.615805480084347,7500.0,2,7500.0,0.7888970051132214,0.40577063550036524
852,890.0,0,2,0,1,0,1,0,0,11,0,0,0,4,0,0,0,10.46310334047155,17000.0,5,15552.35652173913,0.7888970051132214,0.5010956902848794
853,1014.0,0,5,0,1,1,1,1,1,11,1,1,2,2,0,0,17000,10.819778284410283,17000.0,7,15552.35652173913,0.7888970051132214,0.5010956902848794
854,950.0,1,1,0,1,0,1,0,1,11,1,0,1,3,1,2,19000,10.819778284410283,18999.0,3,16999.5,0.05003652300949598,0.40577063550036524
855,877.0,0,1,0,1,0,1,0,0,11,1,0,0,3,0,0,45000,11.407564949312402,30000.0,5,24519.23076923077,0.7888970051132214,0.40577063550036524
856,866.0,1,7,0,1,0,1,0,0,11,1,0,1,2,0,0,0,11.002099841204238,17000.0,5,17447.36842105263,0.7888970051132214,0.40577063550036524
857,540.0,2,2,0,0,0,0,0,0,11,1,0,0,4,0,0,0,10.308952660644293,10000.0,3,10000.0,0.7888970051132214,0.025931336742147554
858,1200.0,0,4,0,0,0,1,0,0,12,2,1,1,2,0,0,0,10.596634733096073,18500.0,5,19136.348484848484,0.7888970051132214,0.40577063550036524
859,650.0,0,1,0,1,0,1,0,1,11,1,0,0,3,0,0,0,9.903487552536127,8000.0,3,9600.0,0.7888970051132214,0.40577063550036524
860,600.0,0,4,0,1,0,1,0,0,11,1,0,0,2,0,0,0,10.126631103850338,11500.0,3,14250.0,0.7888970051132214,0.5010956902848794
861,560.0,1,1,0,0,0,0,0,0,11,0,1,0,4,0,0,0,10.46310334047155,16000.0,3,16000.0,0.7888970051132214,0.40577063550036524
862,1300.0,0,7,0,1,0,0,0,0,11,1,0,1,2,0,0,18000,10.819778284410283,18000.0,7,14000.0,0.7888970051132214,0.40577063550036524
863,771.0,1,3,0,0,0,1,0,0,11,1,0,0,2,0,0,0,10.46310334047155,17500.0,5,15250.0,0.7888970051132214,0.40577063550036524
864,500.0,1,1,0,1,0,0,0,0,11,1,1,0,4,0,0,0,10.308952660644293,11000.0,4,11000.0,0.7888970051132214,0.5010956902848794
865,480.0,1,2,0,1,1,0,0,0,11,2,0,0,1,0,0,0,10.085809109330082,11000.0,4,11000.0,0.7888970051132214,0.5010956902848794
866,900.0,1,3,0,1,0,1,0,0,11,1,0,1,3,0,0,23000,10.819778284410283,23200.0,5,20005.555555555555,0.7888970051132214,0.5010956902848794
867,990.0,1,1,0,1,0,1,0,1,11,1,0,1,2,1,0,15000,10.714417768752456,15500.0,4,12367.670807453416,0.7888970051132214,0.5010956902848794
868,770.0,2,1,0,1,0,1,0,0,12,1,0,2,3,0,0,0,10.819778284410283,18000.0,5,15415.0,0.7888970051132214,0.050401753104455806
869,794.0,0,7,0,1,0,1,1,1,11,1,0,2,2,0,0,13000,10.571316925111784,13000.0,6,12367.670807453416,0.7888970051132214,0.5010956902848794
870,610.0,0,3,0,0,0,1,0,0,11,1,0,1,1,0,77,0,9.903487552536127,9000.0,3,12410.44776119403,0.02556610664718773,0.025931336742147554
871,650.0,1,7,0,1,0,1,0,1,11,1,0,0,2,0,0,0,10.308952660644293,15000.0,5,15951.375,0.7888970051132214,0.40577063550036524
872,1000.0,2,5,0,1,0,1,1,1,11,1,0,2,2,0,8,30000,11.512925464970229,30000.0,5,30000.0,0.01862673484295106,0.5010956902848794
873,1012.0,2,4,0,1,0,0,0,0,11,1,0,2,4,0,0,0,11.156250521031495,20000.0,5,14550.0,0.7888970051132214,0.40577063550036524
874,611.0,0,0,0,1,0,1,0,0,11,1,0,0,2,0,0,0,9.615805480084347,5500.0,4,12410.44776119403,0.7888970051132214,0.050401753104455806
875,600.0,0,8,0,1,0,1,0,0,11,1,1,1,3,0,0,0,10.819778284410283,15000.0,3,18170.875,0.7888970051132214,0.40577063550036524
876,856.0,0,5,0,1,0,1,0,0,11,1,0,2,2,0,0,15000,10.819778284410283,15000.0,5,17837.695652173912,0.7888970051132214,0.050401753104455806
877,470.0,0,2,0,0,0,0,0,0,11,1,0,0,4,0,0,0,10.596634733096073,14000.0,3,16286.666666666666,0.7888970051132214,0.5010956902848794
878,1450.0,1,9,0,1,0,1,1,1,11,2,0,1,1,0,0,0,10.819778284410283,22000.0,7,13454.545454545454,0.7888970051132214,0.5010956902848794
879,554.0,1,5,0,1,0,1,0,0,11,0,1,1,3,0,0,0,10.714417768752456,16000.0,3,18968.71875,0.7888970051132214,0.40577063550036524
880,485.0,1,5,0,1,0,1,1,1,12,1,0,1,3,1,42,14500,10.714417768752456,14500.0,2,20005.555555555555,0.014243973703433162,0.5010956902848794
881,820.0,1,2,0,1,0,1,1,1,11,2,1,1,4,0,0,0,10.596634733096073,18000.0,5,18000.0,0.7888970051132214,0.5010956902848794
882,550.0,2,1,0,1,1,0,1,0,11,1,0,1,2,0,0,0,10.126631103850338,8500.0,3,7750.0,0.7888970051132214,0.40577063550036524
883,1000.0,2,3,0,1,1,1,0,0,11,2,0,2,3,0,0,0,11.156250521031495,22000.0,5,16286.666666666666,0.7888970051132214,0.40577063550036524
884,973.0,0,4,0,0,0,1,0,0,11,1,0,1,2,1,2,11000,10.126631103850338,11000.0,4,12367.670807453416,0.05003652300949598,0.5010956902848794
885,745.0,2,6,0,0,1,1,0,0,11,1,0,2,3,0,0,0,11.512925464970229,22500.0,5,17837.695652173912,0.7888970051132214,0.40577063550036524
886,650.0,2,4,0,1,1,1,0,0,11,1,0,1,2,0,0,0,10.819778284410283,18000.0,3,19000.0,0.7888970051132214,0.5010956902848794
887,515.0,1,1,0,1,0,1,1,1,11,1,1,1,1,0,0,10500,10.308952660644293,10500.0,4,13923.076923076924,0.7888970051132214,0.5010956902848794
888,988.0,1,5,0,1,0,1,1,1,11,1,0,2,2,0,0,25000,11.225243392518447,25000.0,5,20126.949152542373,0.7888970051132214,0.5010956902848794
889,800.0,1,5,0,1,0,1,0,1,11,1,1,2,3,1,1,18000,10.81975828421028,17999.0,5,21916.5,0.05003652300949598,0.40577063550036524
890,915.0,0,2,0,1,0,0,0,0,11,1,1,2,4,0,0,16000,10.596634733096073,16000.0,5,18367.34693877551,0.7888970051132214,0.5010956902848794
891,454.0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,10000,9.903487552536127,10000.0,3,10166.666666666666,0.7888970051132214,0.5010956902848794
892,1350.0,1,7,0,0,0,2,0,0,11,1,1,0,3,0,0,0,11.002099841204238,25000.0,7,19136.348484848484,0.7888970051132214,0.5010956902848794
893,750.0,0,3,0,0,0,1,0,0,11,1,0,0,3,0,0,0,10.308952660644293,13000.0,5,11716.666666666666,0.7888970051132214,0.40577063550036524
894,1050.0,1,8,0,1,1,1,1,1,11,1,0,1,0,0,0,25000,11.225243392518447,24500.0,7,19136.348484848484,0.7888970051132214,0.5010956902848794
895,865.0,0,4,0,1,1,2,0,1,11,1,0,1,3,0,0,0,11.002099841204238,22000.0,7,21122.96923076923,0.7888970051132214,0.5010956902848794
896,500.0,0,1,0,1,0,0,0,0,11,1,0,2,3,0,0,11000,10.308952660644293,11000.0,3,18380.434782608696,0.7888970051132214,0.40577063550036524
897,925.0,0,6,0,0,0,1,0,0,12,0,1,2,2,0,0,0,10.819778284410283,14000.0,5,21684.21052631579,0.7888970051132214,0.40577063550036524
898,959.0,1,3,0,1,0,1,0,0,11,1,0,2,2,0,0,0,10.596634733096073,12500.0,5,15164.285714285714,0.7888970051132214,0.40577063550036524
899,826.0,0,8,0,1,0,1,0,1,11,1,0,1,1,0,43,20000,11.002099841204238,20000.0,6,20126.949152542373,0.014243973703433162,0.5010956902848794
900,1100.0,0,1,0,1,0,1,1,1,12,1,0,1,4,0,0,22000,11.289781913656018,22000.0,7,17173.076923076922,0.7888970051132214,0.40577063550036524
901,900.0,1,2,0,1,0,1,0,0,11,1,0,0,4,0,0,22500,10.714417768752456,22500.0,4,22352.941176470587,0.7888970051132214,0.005843681519357195
902,650.0,0,4,0,1,0,2,1,1,11,1,0,0,4,0,0,0,10.308952660644293,12000.0,3,12000.0,0.7888970051132214,0.5010956902848794
903,500.0,0,5,0,1,1,1,1,1,12,1,1,1,2,1,2,13000,10.308952660644293,13000.0,2,17837.695652173912,0.05003652300949598,0.5010956902848794
904,750.0,1,6,0,0,0,1,0,0,11,1,0,2,2,0,0,23000,11.225243392518447,23000.0,5,21122.96923076923,0.7888970051132214,0.40577063550036524
905,720.0,0,5,0,1,0,0,0,1,11,1,0,0,3,0,0,0,10.085809109330082,9000.0,5,7928.571428571428,0.7888970051132214,0.5010956902848794
906,720.0,1,5,0,1,1,1,0,0,11,1,0,1,2,0,0,0,10.819778284410283,19000.0,5,18170.875,0.7888970051132214,0.5010956902848794
907,550.0,2,2,0,1,0,1,0,0,11,1,0,1,3,0,0,21000,10.596634733096073,14000.0,3,17000.0,0.7888970051132214,0.5010956902848794
908,1028.0,1,6,0,1,0,0,0,0,11,1,0,2,3,0,0,30,11.002099841204238,22000.0,5,19295.0,0.7888970051132214,0.40577063550036524
909,800.0,0,5,0,1,0,1,1,1,11,1,0,2,2,0,26,2,10.819778284410283,16000.0,5,17173.076923076922,0.017531044558071585,0.40577063550036524
910,988.0,0,1,0,1,1,1,0,1,12,1,0,0,2,0,0,0,10.308952660644293,15000.0,5,15552.35652173913,0.7888970051132214,0.5010956902848794
911,900.0,2,2,0,1,0,1,0,0,11,1,0,1,4,0,0,24000,11.082142548877775,24000.0,5,20005.555555555555,0.7888970051132214,0.40577063550036524
912,900.0,1,6,0,1,0,1,1,0,11,1,0,1,3,1,2,1,10.819778284410283,20500.0,4,18367.34693877551,0.05003652300949598,0.5010956902848794
913,762.0,1,4,0,1,0,1,0,0,11,1,0,0,4,0,9,0,10.308952660644293,10000.0,4,11538.461538461539,0.01862673484295106,0.5010956902848794
914,550.0,1,1,0,1,0,1,0,0,11,1,0,0,2,0,0,0,10.714417768752456,16500.0,3,19295.0,0.7888970051132214,0.5010956902848794
915,1250.0,1,4,0,1,1,0,1,0,11,1,0,1,3,0,0,21000,11.156250521031495,21000.0,7,19708.333333333332,0.7888970051132214,0.40577063550036524
916,800.0,0,3,0,0,0,1,0,0,11,1,0,0,2,0,4,12500,10.46310334047155,12500.0,5,12367.670807453416,0.009495982468955442,0.40577063550036524
917,520.0,0,1,0,0,0,0,0,0,12,2,0,0,4,0,68,0,10.596634733096073,8500.0,3,10875.0,0.001095690284879474,0.5010956902848794
918,960.0,1,5,0,1,0,1,0,1,11,1,0,1,2,0,50,26000,11.225243392518447,26000.0,6,20126.949152542373,0.0003652300949598247,0.5010956902848794
919,784.0,1,6,0,0,0,1,0,0,11,1,1,0,0,0,0,0,10.819778284410283,16000.0,5,13687.5,0.7888970051132214,0.40577063550036524
920,550.0,0,3,0,1,1,1,0,1,11,2,0,0,3,0,55,0,9.615805480084347,8000.0,3,12321.42857142857,0.003287070854638422,0.5010956902848794
921,600.0,0,2,0,1,0,1,0,0,11,1,0,2,3,0,4,1,10.46310334047155,13000.0,3,16531.25,0.009495982468955442,0.5010956902848794
922,950.0,0,1,0,0,0,0,0,0,11,1,1,1,2,0,0,0,10.46310334047155,13500.0,7,11650.0,0.7888970051132214,0.5010956902848794
923,750.0,1,0,0,1,0,1,0,1,11,1,0,0,2,0,0,0,10.126631103850338,12000.0,4,13571.42857142857,0.7888970051132214,0.5010956902848794
924,729.0,1,6,0,1,0,0,0,0,11,1,0,1,2,0,0,0,11.156250521031495,18000.0,5,15552.35652173913,0.7888970051132214,0.5010956902848794
925,650.0,0,3,0,1,1,1,0,0,11,0,0,0,3,1,0,0,10.126631103850338,13000.0,3,15333.333333333334,0.7888970051132214,0.5010956902848794
926,1200.0,1,5,0,1,0,1,0,0,11,1,0,2,3,0,0,23000,11.002099841204238,23000.0,7,15722.222222222223,0.7888970051132214,0.5010956902848794
927,451.0,1,7,0,1,0,1,0,0,11,1,0,0,2,0,0,0,10.308952660644293,11000.0,3,15552.35652173913,0.7888970051132214,0.025931336742147554
928,780.0,0,4,0,1,1,1,1,1,12,1,0,2,2,0,0,16000,10.819778284410283,16000.0,5,17837.695652173912,0.7888970051132214,0.40577063550036524
929,550.0,1,1,0,1,0,1,0,0,12,1,0,1,2,0,0,0,10.126631103850338,10000.0,3,12000.0,0.7888970051132214,0.5010956902848794
930,1050.0,1,4,0,0,0,1,0,0,11,1,0,0,2,0,0,21000,11.002099841204238,21000.0,7,13777.777777777777,0.7888970051132214,0.40577063550036524
931,750.0,1,4,0,1,1,1,0,0,11,1,0,0,4,0,17,0,10.308952660644293,13000.0,3,14500.0,0.002191380569758948,0.5010956902848794
932,1248.0,0,1,0,1,0,1,0,0,11,1,0,2,0,0,0,27000,11.512925464970229,27000.0,7,20999.821428571428,0.7888970051132214,0.40577063550036524
933,1090.0,0,8,0,1,1,1,0,0,11,1,0,1,2,0,66,0,11.512925464970229,16000.0,6,14167.441860465116,0.0003652300949598247,0.5010956902848794
934,784.0,0,8,0,1,0,1,1,1,11,1,0,2,2,0,0,10000,9.903487552536127,10000.0,5,9166.666666666666,0.7888970051132214,0.5010956902848794
935,500.0,0,1,0,0,0,1,0,0,12,1,0,0,3,0,0,0,9.615805480084347,6000.0,3,11500.0,0.7888970051132214,0.40577063550036524
936,530.0,2,3,0,1,0,1,0,0,11,1,1,2,4,0,0,0,10.819778284410283,18000.0,4,15951.375,0.7888970051132214,0.5010956902848794
937,1350.0,0,8,0,1,1,0,0,0,11,1,0,0,3,0,0,0,11.225243392518447,23000.0,7,17837.695652173912,0.7888970051132214,0.5010956902848794
938,630.0,1,1,0,1,0,1,1,1,11,1,0,2,1,1,0,0,10.596634733096073,14500.0,4,17166.666666666668,0.7888970051132214,0.5010956902848794
939,850.0,0,8,0,1,0,1,0,0,11,1,0,2,3,0,0,18000,10.819778284410283,18000.0,5,18170.875,0.7888970051132214,0.40577063550036524
940,800.0,1,1,0,0,0,0,0,0,12,0,1,0,3,0,0,0,10.819778284410283,15000.0,5,15552.35652173913,0.7888970051132214,0.40577063550036524
941,900.0,0,7,0,1,1,1,0,1,11,1,0,0,3,0,43,18000,9.798127036878302,18000.0,5,21916.5,0.014243973703433162,0.5010956902848794
942,730.0,1,5,0,1,0,1,1,1,11,1,0,0,2,0,0,22000,11.002099841204238,22000.0,5,18500.0,0.7888970051132214,0.40577063550036524
943,950.0,1,5,0,1,1,1,1,1,11,2,0,2,0,0,0,20000,10.819778284410283,20000.0,5,20126.949152542373,0.7888970051132214,0.5010956902848794
944,954.0,0,8,0,1,0,1,0,0,11,1,0,0,3,0,0,0,11.002099841204238,18000.0,5,18000.0,0.7888970051132214,0.40577063550036524
945,610.0,1,6,0,1,1,0,1,1,11,1,0,1,4,0,0,0,10.819778284410283,16500.0,3,19357.14285714286,0.7888970051132214,0.40577063550036524
946,780.0,0,9,0,1,1,1,1,1,11,1,0,1,1,0,0,14000,10.308952660644293,14000.0,5,17309.5,0.7888970051132214,0.40577063550036524
947,550.0,1,5,0,1,0,0,0,0,12,1,0,0,4,0,0,0,10.308952660644293,13000.0,3,14000.0,0.7888970051132214,0.5010956902848794
948,900.0,1,4,0,1,0,1,0,0,11,1,0,1,3,0,0,20000,10.819778284410283,21000.0,6,17837.695652173912,0.7888970051132214,0.5010956902848794
949,730.0,0,8,0,1,0,1,0,1,11,1,0,1,1,0,77,0,10.46310334047155,11000.0,5,12367.670807453416,0.02556610664718773,0.5010956902848794
950,705.0,0,1,0,1,0,1,0,0,11,1,0,1,2,0,0,18000,10.819778284410283,18000.0,5,17309.5,0.7888970051132214,0.5010956902848794
951,900.0,0,2,0,1,0,1,0,0,11,1,0,2,3,0,4,1,10.819778284410283,18000.0,5,16531.25,0.009495982468955442,0.5010956902848794
952,992.0,1,1,0,1,0,1,0,0,11,2,0,0,3,0,0,0,10.239959789157341,13000.0,5,12367.670807453416,0.7888970051132214,0.40577063550036524
953,723.0,2,1,0,1,0,1,1,1,11,1,0,2,2,0,0,14000,10.645424897265505,14000.0,5,12367.670807453416,0.7888970051132214,0.5010956902848794
954,600.0,0,1,0,1,0,4,0,1,11,2,0,0,1,1,0,0,9.615805480084347,7000.0,3,7000.0,0.7888970051132214,0.050401753104455806
955,700.0,0,1,0,0,0,1,0,0,11,1,0,0,4,0,92,0,10.819778284410283,15000.0,4,12666.666666666666,0.0018261504747991235,0.5010956902848794
956,836.0,1,4,0,1,0,1,1,1,11,1,0,2,1,1,0,14500,10.596634733096073,14500.0,4,12367.670807453416,0.7888970051132214,0.5010956902848794
957,1300.0,0,0,0,1,0,1,0,1,11,0,0,2,2,1,5,24000,11.002099841204238,24000.0,6,14876.666666666666,0.004747991234477721,0.5010956902848794
958,1050.0,0,3,0,1,0,1,0,1,11,1,0,0,3,0,0,0,10.308952660644293,13500.0,5,13500.0,0.7888970051132214,0.5010956902848794
959,1100.0,0,1,0,1,1,1,1,1,22,1,0,2,0,1,0,26000,11.512925464970229,26000.0,4,21684.21052631579,0.7888970051132214,0.40577063550036524
960,564.0,0,1,0,0,0,0,0,0,11,1,1,0,3,0,0,0,10.308952660644293,11000.0,3,16775.0,0.7888970051132214,0.40577063550036524
961,922.0,1,1,0,0,0,1,0,0,11,0,0,0,4,0,9,0,10.126631103850338,11000.0,5,12321.42857142857,0.01862673484295106,0.5010956902848794
962,1320.0,1,4,0,1,0,1,1,0,11,1,0,1,3,0,0,24000,11.225243392518447,24000.0,7,16800.0,0.7888970051132214,0.40577063550036524
963,730.0,1,1,0,1,0,1,0,1,11,1,0,2,1,1,1,21000,11.002099841204238,20999.0,5,20999.821428571428,0.05003652300949598,0.40577063550036524
964,500.0,1,3,0,1,0,0,0,0,11,1,0,0,4,0,0,0,10.308952660644293,10000.0,3,11750.0,0.7888970051132214,0.050401753104455806
965,870.0,1,6,0,1,0,1,0,0,11,1,0,1,2,1,0,20000,10.819778284410283,20000.0,4,15552.35652173913,0.7888970051132214,0.5010956902848794
966,850.0,1,1,0,1,0,1,0,0,11,0,0,0,3,0,0,0,10.819778284410283,18000.0,5,14833.333333333334,0.7888970051132214,0.40577063550036524
967,1300.0,1,1,0,1,0,2,0,0,2,1,0,1,3,0,43,0,11.002099841204238,20000.0,7,17837.695652173912,0.014243973703433162,0.40577063550036524
968,800.0,1,6,0,1,0,1,1,0,11,1,0,0,2,0,0,18000,10.819778284410283,18000.0,5,12321.42857142857,0.7888970051132214,0.5010956902848794
969,950.0,0,1,0,1,0,1,0,1,11,1,0,1,1,0,43,27000,11.407564949312402,27000.0,8,20126.949152542373,0.014243973703433162,0.5010956902848794
